LandisData "Dynamic Input Data"

>> WARNING - THIS IS A BIAS-CORRECTED INPUT FILE

>> The following multiplier was applied to all species's original maxB and maxANPP
>>	multiplier
>>	0.7

>> The following species' parameters (maxANPP and maxB) have also been modified

>>	species		averageMaxBiomassTarget	finalMultiplier
0	418_2	PICE.MAR	0.386	990	10539
0	418_2	PICE.RUB	0.386	619	4752
0	418_2	PINU.BAN	0.476	1331	10004
0	418_2	PINU.RES	0.435	1192	10335
0	418_2	PINU.STR	0.435	965	8228
0	418_2	POPU.TRE	0.498	1234	7924
0	418_2	QUER.RUB	0.401	1589	15788
0	418_2	THUJ.SPP.ALL	0.386	704	6717
0	418_2	TSUG.CAN	0.347	690	7202
0	418_3	ABIE.BAL	0.455	318	2556
0	418_3	ACER.RUB	0.455	885	6385
0	418_3	ACER.SAH	0.418	1157	9362
0	418_3	BETU.ALL	0.435	925	6820
0	418_3	BETU.PAP	0.476	685	3794
0	418_3	FAGU.GRA	0.418	1099	10230
0	418_3	LARI.LAR	0.498	355	3107
0	418_3	PICE.GLA	0.435	1028	11712
0	418_3	PICE.MAR	0.401	1010	10161
0	418_3	PICE.RUB	0.386	630	4748
0	418_3	PINU.BAN	0.498	1290	9941
0	418_3	PINU.RES	0.455	1326	10823
0	418_3	PINU.STR	0.455	1009	8821
0	418_3	POPU.TRE	0.523	1198	7808
0	418_3	QUER.RUB	0.435	1654	16679
0	418_3	THUJ.SPP.ALL	0.386	771	7174
0	418_3	TSUG.CAN	0.372	736	7652
0	418_4	ABIE.BAL	0.455	333	2447
0	418_4	ACER.RUB	0.455	888	6469
0	418_4	ACER.SAH	0.435	1127	8981
0	418_4	BETU.ALL	0.435	978	6718
0	418_4	BETU.PAP	0.498	669	3832
0	418_4	FAGU.GRA	0.418	1102	10991
0	418_4	LARI.LAR	0.498	1864	8033
0	418_4	PICE.GLA	0.435	1051	12046
0	418_4	PICE.MAR	0.401	987	10005
0	418_4	PICE.RUB	0.386	586	4899
0	418_4	PINU.BAN	0.498	1282	10056
0	418_4	PINU.RES	0.455	1337	10868
0	418_4	PINU.STR	0.455	1017	8827
0	418_4	POPU.TRE	0.523	1146	7840
0	418_4	QUER.RUB	0.435	1763	17027
0	418_4	THUJ.SPP.ALL	0.386	771	6721
0	418_4	TSUG.CAN	0.372	748	7595
0	418_5	ABIE.BAL	0.435	372	2535
0	418_5	ACER.RUB	0.435	821	6373
0	418_5	ACER.SAH	0.418	1046	9732
0	418_5	BETU.ALL	0.418	897	6646
0	418_5	BETU.PAP	0.476	662	3851
0	418_5	FAGU.GRA	0.418	969	10621
0	418_5	LARI.LAR	0.476	1877	6861
0	418_5	PICE.GLA	0.418	1130	11667
0	418_5	PICE.MAR	0.386	1005	10676
0	418_5	PICE.RUB	0.386	584	4830
0	418_5	PINU.BAN	0.476	1349	10030
0	418_5	PINU.RES	0.435	1219	10881
0	418_5	PINU.STR	0.435	973	8485
0	418_5	POPU.TRE	0.498	1279	7992
0	418_5	QUER.RUB	0.401	1451	16084
0	418_5	THUJ.SPP.ALL	0.386	713	6709
0	418_5	TSUG.CAN	0.347	709	7262
0	419_1	ABIE.BAL	0.435	293	2294
0	419_1	ACER.RUB	0.435	672	5939
0	419_1	ACER.SAH	0.418	948	8628
0	419_1	BETU.ALL	0.418	759	5957
0	419_1	BETU.PAP	0.476	561	3555
0	419_1	FAGU.GRA	0.418	780	9950
0	419_1	LARI.LAR	0.476	330	2783
0	419_1	PICE.GLA	0.418	815	10646
0	419_1	PICE.MAR	0.386	886	9484
0	419_1	PICE.RUB	0.386	786	4691
0	419_1	PINU.BAN	0.476	1104	9627
0	419_1	PINU.RES	0.435	1054	10244
0	419_1	PINU.STR	0.435	818	7904
0	419_1	POPU.TRE	0.498	995	7381
0	419_1	QUER.RUB	0.401	1296	14497
0	419_1	THUJ.SPP.ALL	0.386	575	6280
0	419_1	TSUG.CAN	0.347	551	6704
0	419_2	ABIE.BAL	0.435	276	2402
0	419_2	ACER.RUB	0.435	703	6229
0	419_2	ACER.SAH	0.418	1114	9164
0	419_2	BETU.ALL	0.418	782	6151
0	419_2	BETU.PAP	0.476	594	3666
0	419_2	FAGU.GRA	0.401	819	10128
0	419_2	LARI.LAR	0.476	1698	9576
0	419_2	PICE.GLA	0.418	919	11316
0	419_2	PICE.MAR	0.386	976	9852
0	419_2	PICE.RUB	0.386	751	4781
0	419_2	PINU.BAN	0.476	1200	9806
0	419_2	PINU.RES	0.435	1122	10396
0	419_2	PINU.STR	0.435	864	7737
0	419_2	POPU.TRE	0.498	1068	7573
0	419_2	QUER.RUB	0.401	1336	15058
0	419_2	THUJ.SPP.ALL	0.386	875	3386
0	419_2	TSUG.CAN	0.347	573	6775
0	419_3	ABIE.BAL	0.435	315	2485
0	419_3	ACER.RUB	0.435	806	6447
0	419_3	ACER.SAH	0.418	1057	9290
0	419_3	BETU.ALL	0.418	905	6618
0	419_3	BETU.PAP	0.476	659	3723
0	419_3	FAGU.GRA	0.418	995	10408
0	419_3	LARI.LAR	0.476	324	2965
0	419_3	PICE.GLA	0.418	1086	11591
0	419_3	PICE.MAR	0.386	962	9919
0	419_3	PICE.RUB	0.386	756	4864
0	419_3	PINU.BAN	0.498	1288	9845
0	419_3	PINU.RES	0.435	1250	11049
0	419_3	PINU.STR	0.435	991	8371
0	419_3	POPU.TRE	0.498	1169	7775
0	419_3	QUER.RUB	0.401	1796	15466
0	419_3	THUJ.SPP.ALL	0.386	646	6638
0	419_3	TSUG.CAN	0.359	685	7033
0	419_4	ABIE.BAL	0.435	299	2407
0	419_4	ACER.RUB	0.435	718	6096
0	419_4	ACER.SAH	0.418	886	8343
0	419_4	BETU.ALL	0.418	800	6053
0	419_4	BETU.PAP	0.476	579	3604
0	419_4	FAGU.GRA	0.418	807	10512
0	419_4	LARI.LAR	0.476	323	2795
0	419_4	PICE.GLA	0.418	877	11086
0	419_4	PICE.MAR	0.386	929	9572
0	419_4	PICE.RUB	0.386	643	4642
0	419_4	PINU.BAN	0.498	1651	7209
0	419_4	PINU.RES	0.435	1119	10270
0	419_4	PINU.STR	0.435	881	8084
0	419_4	POPU.TRE	0.498	1052	7568
0	419_4	QUER.RUB	0.401	1385	15303
0	419_4	THUJ.SPP.ALL	0.386	578	6326
0	419_4	TSUG.CAN	0.347	582	6828
0	419_5	ABIE.BAL	0.435	296	2463
0	419_5	ACER.RUB	0.435	769	6210
0	419_5	ACER.SAH	0.418	992	8987
0	419_5	BETU.ALL	0.418	834	6328
0	419_5	BETU.PAP	0.476	592	3751
0	419_5	FAGU.GRA	0.418	909	10149
0	419_5	LARI.LAR	0.476	374	2901
0	419_5	PICE.GLA	0	0	0
0	419_5	PICE.MAR	0.386	824	10042
0	419_5	PICE.RUB	0.386	816	4843
0	419_5	PINU.BAN	0.498	1230	9733
0	419_5	PINU.RES	0.435	1158	10652
0	419_5	PINU.STR	0.435	928	8424
0	419_5	POPU.TRE	0.498	1121	7741
0	419_5	QUER.RUB	0.401	1509	15508
0	419_5	THUJ.SPP.ALL	0.386	592	6514
0	419_5	TSUG.CAN	0.347	637	7133
0	422_1	ABIE.BAL	0.435	360	2241
0	422_1	ACER.RUB	0.435	566	5696
0	422_1	ACER.SAH	0.418	745	7729
0	422_1	BETU.ALL	0.418	635	5872
0	422_1	BETU.PAP	0.476	479	3408
0	422_1	FAGU.GRA	0.401	668	9740
0	422_1	LARI.LAR	0.476	286	2593
0	422_1	PICE.GLA	0.418	649	9986
0	422_1	PICE.MAR	0.386	2004	6586
0	422_1	PICE.RUB	0.372	879	4783
0	422_1	PINU.BAN	0.476	1006	9586
0	422_1	PINU.RES	0.435	1161	10105
0	422_1	PINU.STR	0.435	718	7690
0	422_1	POPU.TRE	0.498	840	7160
0	422_1	QUER.RUB	0.401	1156	14044
0	422_1	THUJ.SPP.ALL	0.386	547	6156
0	422_1	TSUG.CAN	0.347	463	6220
0	422_2	ABIE.BAL	0.435	289	2242
0	422_2	ACER.RUB	0.435	687	5389
0	422_2	ACER.SAH	0.418	760	8030
0	422_2	BETU.ALL	0.418	638	6094
0	422_2	BETU.PAP	0.476	444	3438
0	422_2	FAGU.GRA	0.401	636	9699
0	422_2	LARI.LAR	0.455	296	2603
0	422_2	PICE.GLA	0.418	649	9673
0	422_2	PICE.MAR	0.386	782	9108
0	422_2	PICE.RUB	0.372	801	4522
0	422_2	PINU.BAN	0.476	997	9556
0	422_2	PINU.RES	0.435	1196	9587
0	422_2	PINU.STR	0.435	711	7490
0	422_2	POPU.TRE	0.498	832	7268
0	422_2	QUER.RUB	0.386	1102	13967
0	422_2	THUJ.SPP.ALL	0.386	543	6174
0	422_2	TSUG.CAN	0.347	453	5986
0	422_3	ABIE.BAL	0.435	285	2234
0	422_3	ACER.RUB	0.435	669	5380
0	422_3	ACER.SAH	0.418	811	7824
0	422_3	BETU.ALL	0.418	631	5887
0	422_3	BETU.PAP	0.476	454	3422
0	422_3	FAGU.GRA	0.401	622	9399
0	422_3	LARI.LAR	0.476	358	2594
0	422_3	PICE.GLA	0.418	662	9309
0	422_3	PICE.MAR	0.386	1513	6138
0	422_3	PICE.RUB	0.372	530	4485
0	422_3	PINU.BAN	0.476	998	9473
0	422_3	PINU.RES	0.435	1197	9814
0	422_3	PINU.STR	0.435	713	7395
0	422_3	POPU.TRE	0.498	850	7316
0	422_3	QUER.RUB	0.386	1139	13437
0	422_3	THUJ.SPP.ALL	0.386	544	6082
0	422_3	TSUG.CAN	0.347	449	6349
0	422_4	ABIE.BAL	0.435	328	2308
0	422_4	ACER.RUB	0.435	700	5279
0	422_4	ACER.SAH	0.418	741	8066
0	422_4	BETU.ALL	0.418	645	5703
0	422_4	BETU.PAP	0.476	500	3506
0	422_4	FAGU.GRA	0.386	638	9388
0	422_4	LARI.LAR	0.476	304	2680
0	422_4	PICE.GLA	0.418	683	10366
0	422_4	PICE.MAR	0.386	806	9174
0	422_4	PICE.RUB	0.435	518	2076
0	422_4	PINU.BAN	0.476	1036	9496
0	422_4	PINU.RES	0.435	863	10042
0	422_4	PINU.STR	0.435	483	4327
0	422_4	POPU.TRE	0.498	891	7259
0	422_4	QUER.RUB	0.386	1104	13913
0	422_4	THUJ.SPP.ALL	0.372	528	6139
0	422_4	TSUG.CAN	0.347	444	6274
0	422_5	ABIE.BAL	0.435	280	2236
0	422_5	ACER.RUB	0.435	713	5381
0	422_5	ACER.SAH	0.418	711	7623
0	422_5	BETU.ALL	0.418	650	5987
0	422_5	BETU.PAP	0.476	493	3402
0	422_5	FAGU.GRA	0.401	669	9526
0	422_5	LARI.LAR	0.476	348	2617
0	422_5	PICE.GLA	0.418	1117	4716
0	422_5	PICE.MAR	0.386	869	8931
0	422_5	PICE.RUB	0.372	863	4568
0	422_5	PINU.BAN	0.476	1007	9468
0	422_5	PINU.RES	0.435	1180	9939
0	422_5	PINU.STR	0.435	716	7519
0	422_5	POPU.TRE	0.498	805	7302
0	422_5	QUER.RUB	0.386	1086	13828
0	422_5	THUJ.SPP.ALL	0.386	538	6230
0	422_5	TSUG.CAN	0.347	456	6288
0	424_1	ABIE.BAL	0.435	279	2463
0	424_1	ACER.RUB	0.455	836	6567
0	424_1	ACER.SAH	0.418	1090	9230
0	424_1	BETU.ALL	0.435	914	6597
0	424_1	BETU.PAP	0.476	622	3819
0	424_1	FAGU.GRA	0.418	1049	11179
0	424_1	LARI.LAR	0.498	370	3025
0	424_1	PICE.GLA	0.435	1014	11479
0	424_1	PICE.MAR	0.401	950	10032
0	424_1	PICE.RUB	0.386	517	4745
0	424_1	PINU.BAN	0.498	1264	9876
0	424_1	PINU.RES	0.455	1223	10986
0	424_1	PINU.STR	0.455	980	8675
0	424_1	POPU.TRE	0.523	1362	3490
0	424_1	QUER.RUB	0.435	1712	16113
0	424_1	THUJ.SPP.ALL	0.386	735	6818
0	424_1	TSUG.CAN	0.372	715	7269
0	424_2	ABIE.BAL	0.435	316	2480
0	424_2	ACER.RUB	0.455	846	6453
0	424_2	ACER.SAH	0.418	1030	9332
0	424_2	BETU.ALL	0.435	929	6552
0	424_2	BETU.PAP	0.498	611	3783
0	424_2	FAGU.GRA	0.418	1035	10617
0	424_2	LARI.LAR	0.498	1280	7230
0	424_2	PICE.GLA	0.435	990	11348
0	424_2	PICE.MAR	0.401	841	10013
0	424_2	PICE.RUB	0.386	727	4889
0	424_2	PINU.BAN	0.476	1311	9819
0	424_2	PINU.RES	0.455	1252	10955
0	424_2	PINU.STR	0.455	983	8760
0	424_2	POPU.TRE	0.523	1091	7806
0	424_2	QUER.RUB	0.435	1696	16234
0	424_2	THUJ.SPP.ALL	0.386	727	6836
0	424_2	TSUG.CAN	0.372	684	7499
0	424_3	ABIE.BAL	0.435	330	2495
0	424_3	ACER.RUB	0.435	862	6507
0	424_3	ACER.SAH	0.418	1027	9470
0	424_3	BETU.ALL	0.435	860	6724
0	424_3	BETU.PAP	0.476	668	3798
0	424_3	FAGU.GRA	0.418	1017	10438
0	424_3	LARI.LAR	0.476	389	3044
0	424_3	PICE.GLA	0.418	1086	11694
0	424_3	PICE.MAR	0.386	956	10393
0	424_3	PICE.RUB	0.386	564	4836
0	424_3	PINU.BAN	0.498	1294	9980
0	424_3	PINU.RES	0.455	1217	10725
0	424_3	PINU.STR	0.435	1011	8522
0	424_3	POPU.TRE	0.498	1240	7948
0	424_3	QUER.RUB	0.435	1618	16092
0	424_3	THUJ.SPP.ALL	0.386	704	6755
0	424_3	TSUG.CAN	0.359	716	7614
0	424_4	ABIE.BAL	0.435	317	2502
0	424_4	ACER.RUB	0.455	825	6487
0	424_4	ACER.SAH	0.418	1138	9574
0	424_4	BETU.ALL	0.435	865	6708
0	424_4	BETU.PAP	0.476	641	3821
0	424_4	FAGU.GRA	0.418	1026	11178
0	424_4	LARI.LAR	0.498	349	3026
0	424_4	PICE.GLA	0.418	1046	11582
0	424_4	PICE.MAR	0.386	901	10616
0	424_4	PICE.RUB	0.386	535	4969
0	424_4	PINU.BAN	0.498	1278	10021
0	424_4	PINU.RES	0.455	1273	10602
0	424_4	PINU.STR	0.455	974	8609
0	424_4	POPU.TRE	0.498	1191	7820
0	424_4	QUER.RUB	0.435	1674	16521
0	424_4	THUJ.SPP.ALL	0.386	702	6842
0	424_4	TSUG.CAN	0.359	716	7156
0	424_5	ABIE.BAL	0.435	301	2423
0	424_5	ACER.RUB	0.455	843	6517
0	424_5	ACER.SAH	0.435	1073	9630
0	424_5	BETU.ALL	0.435	877	6791
0	424_5	BETU.PAP	0.498	611	3709
0	424_5	FAGU.GRA	0.418	1040	10799
0	424_5	LARI.LAR	0.498	312	2994
0	424_5	PICE.GLA	0.435	988	11599
0	424_5	PICE.MAR	0.401	978	9950
0	424_5	PICE.RUB	0.386	642	4995
0	424_5	PINU.BAN	0.476	878	4312
0	424_5	PINU.RES	0.455	1254	11152
0	424_5	PINU.STR	0.455	994	8670
0	424_5	POPU.TRE	0.523	1119	7765
0	424_5	QUER.RUB	0.435	1513	16407
0	424_5	THUJ.SPP.ALL	0.386	719	6773
0	424_5	TSUG.CAN	0.372	714	7481
20	415_1	ABIE.BAL	0.418	320	2381
20	415_1	ACER.RUB	0.455	1040	6986
20	415_1	ACER.SAH	0.418	1318	10300
20	415_1	BETU.ALL	0.455	927	6665
20	415_1	BETU.PAP	0.523	646	3858
20	415_1	FAGU.GRA	0.418	1275	11420
20	415_1	LARI.LAR	0.455	470	2748
20	415_1	PICE.GLA	0.418	996	11547
20	415_1	PICE.MAR	0.372	1012	9376
20	415_1	PICE.RUB	0.372	779	4786
20	415_1	PINU.BAN	0.476	1293	9899
20	415_1	PINU.RES	0.455	1461	11215
20	415_1	PINU.STR	0.455	1187	8909
20	415_1	POPU.TRE	0.476	1220	7891
20	415_1	QUER.RUB	0.418	1704	16161
20	415_1	THUJ.SPP.ALL	0.401	737	6808
20	415_1	TSUG.CAN	0.386	832	7661
20	415_2	ABIE.BAL	0.418	307	2412
20	415_2	ACER.RUB	0.455	1015	6799
20	415_2	ACER.SAH	0.418	1214	9987
20	415_2	BETU.ALL	0.455	953	6871
20	415_2	BETU.PAP	0.523	664	3815
20	415_2	FAGU.GRA	0.418	1326	11268
20	415_2	LARI.LAR	0.455	375	2792
20	415_2	PICE.GLA	0.418	1043	12378
20	415_2	PICE.MAR	0.418	1980	5964
20	415_2	PICE.RUB	0.386	650	4887
20	415_2	PINU.BAN	0.476	1345	10037
20	415_2	PINU.RES	0.455	1466	11179
20	415_2	PINU.STR	0.455	1208	9295
20	415_2	POPU.TRE	0.476	1235	7911
20	415_2	QUER.RUB	0.418	1820	16659
20	415_2	THUJ.SPP.ALL	0.401	743	7040
20	415_2	TSUG.CAN	0.386	827	7638
20	415_3	ABIE.BAL	0.418	320	2375
20	415_3	ACER.RUB	0.455	1021	6668
20	415_3	ACER.SAH	0.418	1287	10058
20	415_3	BETU.ALL	0.455	943	6874
20	415_3	BETU.PAP	0.523	623	3834
20	415_3	FAGU.GRA	0.418	1261	11561
20	415_3	LARI.LAR	0.455	440	2642
20	415_3	PICE.GLA	0.418	970	11401
20	415_3	PICE.MAR	0	0	0
20	415_3	PICE.RUB	0	0	0
20	415_3	PINU.BAN	0.476	1292	9721
20	415_3	PINU.RES	0.455	1439	11022
20	415_3	PINU.STR	0.455	1139	8764
20	415_3	POPU.TRE	0.476	1211	7675
20	415_3	QUER.RUB	0.418	1712	16565
20	415_3	THUJ.SPP.ALL	0.401	704	6832
20	415_3	TSUG.CAN	0.386	767	7960
20	415_4	ABIE.BAL	0.418	323	2407
20	415_4	ACER.RUB	0.455	1020	6953
20	415_4	ACER.SAH	0.418	1194	9490
20	415_4	BETU.ALL	0.455	976	6486
20	415_4	BETU.PAP	0.523	628	3872
20	415_4	FAGU.GRA	0.523	1712	6180
20	415_4	LARI.LAR	0.455	444	2779
20	415_4	PICE.GLA	0.418	1040	11521
20	415_4	PICE.MAR	0.372	991	9337
20	415_4	PICE.RUB	0.372	1179	4848
20	415_4	PINU.BAN	0.476	1327	9840
20	415_4	PINU.RES	0.455	1442	10961
20	415_4	PINU.STR	0.455	1176	9113
20	415_4	POPU.TRE	0.476	1185	7856
20	415_4	QUER.RUB	0.418	1826	15961
20	415_4	THUJ.SPP.ALL	0.401	718	6833
20	415_4	TSUG.CAN	0.386	787	8023
20	415_5	ABIE.BAL	0.418	284	2393
20	415_5	ACER.RUB	0.455	1291	2827
20	415_5	ACER.SAH	0.418	1284	10398
20	415_5	BETU.ALL	0.455	993	6821
20	415_5	BETU.PAP	0.523	648	3789
20	415_5	FAGU.GRA	0.418	1275	11689
20	415_5	LARI.LAR	0.455	385	2773
20	415_5	PICE.GLA	0.418	997	11689
20	415_5	PICE.MAR	0.372	1059	9311
20	415_5	PICE.RUB	0.418	563	2487
20	415_5	PINU.BAN	0.476	1290	9804
20	415_5	PINU.RES	0.455	1447	10969
20	415_5	PINU.STR	0.455	1156	8964
20	415_5	POPU.TRE	0.476	1203	7886
20	415_5	QUER.RUB	0.418	1728	16743
20	415_5	THUJ.SPP.ALL	0.401	724	6743
20	415_5	TSUG.CAN	0.386	785	7831
20	418_1	ABIE.BAL	0.435	290	2472
20	418_1	ACER.RUB	0.455	1006	6806
20	418_1	ACER.SAH	0.418	1079	9704
20	418_1	BETU.ALL	0.455	961	6632
20	418_1	BETU.PAP	0.523	650	3823
20	418_1	FAGU.GRA	0.523	1390	5161
20	418_1	LARI.LAR	0.476	360	2973
20	418_1	PICE.GLA	0.418	1225	5989
20	418_1	PICE.MAR	0.386	1082	9736
20	418_1	PICE.RUB	0.386	625	4826
20	418_1	PINU.BAN	0.476	1313	9799
20	418_1	PINU.RES	0.455	1463	11086
20	418_1	PINU.STR	0.455	1151	8963
20	418_1	POPU.TRE	0.476	1186	7799
20	418_1	QUER.RUB	0.418	1714	17052
20	418_1	THUJ.SPP.ALL	0.401	751	6931
20	418_1	TSUG.CAN	0.386	832	7836
20	418_2	ABIE.BAL	0.435	309	2465
20	418_2	ACER.RUB	0.455	990	6819
20	418_2	ACER.SAH	0.435	1162	9859
20	418_2	BETU.ALL	0.455	932	6995
20	418_2	BETU.PAP	0.523	634	3808
20	418_2	FAGU.GRA	0.418	1237	11323
20	418_2	LARI.LAR	0.476	365	3014
20	418_2	PICE.GLA	0.476	1826	9347
20	418_2	PICE.MAR	0.372	921	9906
20	418_2	PICE.RUB	0	0	0
20	418_2	PINU.BAN	0.476	1289	9851
20	418_2	PINU.RES	0.455	1426	10933
20	418_2	PINU.STR	0.455	1123	8672
20	418_2	POPU.TRE	0.476	1206	7812
20	418_2	QUER.RUB	0.418	1940	16506
20	418_2	THUJ.SPP.ALL	0.401	749	6802
20	418_2	TSUG.CAN	0.386	796	7875
20	418_3	ABIE.BAL	0.418	287	2334
20	418_3	ACER.RUB	0.455	1003	6746
20	418_3	ACER.SAH	0.418	1177	10211
20	418_3	BETU.ALL	0.435	948	6452
20	418_3	BETU.PAP	0.476	597	3713
20	418_3	FAGU.GRA	0.435	1236	11277
20	418_3	LARI.LAR	0.455	344	2739
20	418_3	PICE.GLA	0.418	913	11012
20	418_3	PICE.MAR	0.372	1053	8855
20	418_3	PICE.RUB	0.386	789	4842
20	418_3	PINU.BAN	0.476	1214	9736
20	418_3	PINU.RES	0.476	1352	11059
20	418_3	PINU.STR	0.455	1136	9034
20	418_3	POPU.TRE	0.476	1094	7692
20	418_3	QUER.RUB	0.435	1670	17088
20	418_3	THUJ.SPP.ALL	0.386	755	6995
20	418_3	TSUG.CAN	0.386	766	7801
20	418_4	ABIE.BAL	0.418	321	2316
20	418_4	ACER.RUB	0.476	986	6697
20	418_4	ACER.SAH	0.435	1309	9519
20	418_4	BETU.ALL	0.435	902	6731
20	418_4	BETU.PAP	0.476	604	3668
20	418_4	FAGU.GRA	0.435	1259	11549
20	418_4	LARI.LAR	0.455	390	2719
20	418_4	PICE.GLA	0.418	917	10975
20	418_4	PICE.MAR	0.455	1160	5337
20	418_4	PICE.RUB	0.372	1027	4806
20	418_4	PINU.BAN	0.476	1203	9622
20	418_4	PINU.RES	0.476	1364	11423
20	418_4	PINU.STR	0.476	1095	8526
20	418_4	POPU.TRE	0.476	1079	7582
20	418_4	QUER.RUB	0.435	1536	17210
